Geneid	smallsample1.fastq_tophat/accepted_hits.bam	smallsample2.fastq_tophat/accepted_hits.bam
Cd46	0	0
Cr1l	0	1
Cr2	0	0
B020014A21Rik	1	0
H60c	0	0
Ppp1r14c	0	0
Iyd	0	0
Plekhg1	1	0
Mthfd1l	4	4
Akap12	34	46
Zbtb2	1	0
Rmnd1	0	0
Gm5512	0	1
1700052N19Rik	2	1
Ccdc170	0	0
Esr1	0	0
Syne1	1	0
Myct1	0	0
Vip	0	0
Fbxo5	0	2
Mtrf1l	0	0
Rgs17	0	0
Oprm1	0	0
Ipcef1	0	0
Cnksr3	0	1
Ulbp1	0	1
Lrp11	3	4
Pcmt1	4	1
A630066F11Rik	0	0
Nup43	1	1
BC020402	0	0
Lats1	2	0
Katna1	2	0
Ginm1	2	1
Ppil4	3	1
Zc3h12d	0	0
Mir5104	0	0
Tab2	4	2
Ust	0	0
Sash1	0	1
Samd5	0	0
Gm6150	0	0
Stxbp5	1	0
Adgb	0	0
Rab32	0	0
Gm5177	0	0
Grm1	0	0
4930567K20Rik	0	0
Shprh	0	4
Fbxo30	2	0
Epm2a	0	0
Utrn	3	3
B230208H11Rik	0	0
Stx11	0	0
Sf3b5	1	2
Plagl1	0	0
Zc2hc1b	0	0
Ltv1	4	1
Phactr2	1	0
Fuca2	1	0
Pex3	0	1
Adat2	1	0
Aig1	0	0
Hivep2	0	0
Gpr126	0	0
Vta1	0	0
1700016L04Rik	0	0
Gje1	0	0
Nmbr	0	0
Gm20125	0	0
Cited2	0	3
Txlnb	0	0
Heca	2	0
Abracl	0	0
Reps1	3	2
Ect2l	0	0
Ccdc28a	0	0
Nhsl1	0	2
Hebp2	0	0
D10Bwg1379e	0	0
Gm4922	0	0
4930444F02Rik	0	0
Perp	0	0
Tnfaip3	0	0
Gm20139	0	0
Olig3	0	0
Ifngr1	1	0
Il22ra2	0	0
Il20ra	0	0
Slc35d3	0	0
Pex7	1	3
Map3k5	0	0
Map7	2	1
4930405J17Rik	0	0
Gm6251	5	4
Mir6413	0	0
Bclaf1	10	10
Mtfr2	0	0
Pde7b	0	0
Ahi1	0	3
Myb	2	3
Hbs1l	4	2
4930455C13Rik	0	0
Aldh8a1	0	0
1700020N01Rik	0	0
Gm5420	0	0
Sgk1	2	4
4930444G20Rik	0	0
E030030I06Rik	0	0
Raet1a	0	0
Raet1e	0	0
Raet1b	0	0
Raet1c	0	0
H60b	0	0
C920009B18Rik	0	0
Raet1d	0	0
Gm10825	0	0
Slc2a12	0	0
Tbpl1	0	2
Mir7663	0	0
Tcf21	0	0
Eya4	0	0
Rps12	2	0
Snora33	0	0
Snord100	0	0
Slc18b1	1	0
Vnn3	0	0
Vnn1	0	0
Taar1	0	0
Taar2	0	0
Taar3	0	0
Taar4	0	0
Taar5	0	0
Taar6	0	0
Taar7a	0	0
Taar7b	0	0
Taar7d	0	0
Taar7e	0	0
Taar7f	0	0
Taar8a	0	0
Taar8b	0	0
Taar8c	0	0
Taar9	0	0
Stx7	2	2
Moxd1	0	0
Ctgf	0	1
Enpp1	0	0
Enpp3	2	3
Med23	3	3
Mir6905	0	0
Arg1	0	0
Akap7	1	0
Epb4.1l2	5	7
Smlr1	0	0
4930401C15Rik	0	0
Mir680-3	0	0
Tmem200a	0	0
Gm9767	0	0
Samd3	0	0
L3mbtl3	0	0
Gm8709	0	0
Arhgap18	0	0
Lama2	0	0
Ptprk	2	6
Themis	0	0
4930519F09Rik	1	1
2310057J18Rik	0	0
Soga3	0	0
9330159F19Rik	0	0
Echdc1	0	0
Rnf146	0	1
Rspo3	0	0
Cenpw	0	0
Trmt11	0	1
Gm20300	0	0
Hint3	0	0
Ncoa7	0	0
Hey2	0	0
Hddc2	0	3
Tpd52l1	1	0
Gm3258	0	0
Rnf217	0	0
Nkain2	0	0
Trdn	0	0
D830005E20Rik	0	0
Clvs2	0	0
Gm4794	0	0
Sult3a1	0	0
Rsph4a	0	0
Zufsp	0	0
A830082N09Rik	0	0
Rwdd1	0	1
Trappc3l	0	0
Fam26d	0	0
Fam26e	0	0
Fam26f	0	0
Dse	1	1
Tspyl1	0	1
Tspyl4	0	0
Nt5dc1	1	1
Col10a1	0	0
Frk	0	0
Hs3st5	0	0
Hdac2	2	8
Marcks	4	5
Rfpl4b	0	0
Lama4	0	0
Fam229b	0	0
Tube1	0	1
Wisp3	1	0
Fyn	0	1
Traf3ip2	0	0
E130307A14Rik	0	0
Rev3l	1	3
AA474331	0	0
2010001E11Rik	0	0
G630090E17Rik	0	0
BC021785	0	0
AI317395	0	0
Slc16a10	0	0
Rpf2	4	2
Gtf3c6	0	2
Amd1	0	0
Amd2	0	0
Cdk19	2	0
Slc22a16	0	0
Ddo	0	0
Mettl24	0	0
Cdc40	0	2
Wasf1	1	2
Gpr6	0	0
Fig4	1	2
Zbtb24	1	1
Mical1	1	3
Smpd2	0	1
Ppil6	0	0
Cd164	13	14
Ccdc162	0	0
5730435O14Rik	0	0
Cep57l1	2	0
Sesn1	0	0
Armc2	0	0
Foxo3	0	0
Lace1	1	1
Snx3	1	2
Nr2e1	0	0
Ostm1	0	0
Sec63	1	3
Scml4	0	0
Sobp	0	0
9030612E09Rik	0	0
Pdss2	0	1
Bend3	6	6
1700021F05Rik	0	0
Cd24a	9	3
F830002L21Rik	0	0
1700027J07Rik	0	0
Qrsl1	0	0
Rtn4ip1	0	0
Aim1	0	0
Speer5-ps1	0	0
Atg5	3	1
Mir1929	0	0
Prdm1	1	0
Prep	3	1
Popdc3	0	0
Bves	0	0
Lin28b	2	2
Hace1	1	0
D030045P18Rik	0	0
Snord14d	0	0
Snord14c	0	0
C130030K03Rik	0	0
Grik2	0	0
Ascc3	4	1
Sim1	0	0
Gp49a	0	0
Lilrb4	0	0
Fam162b	0	0
Gprc6a	0	0
Rfx6	0	0
4933411G06Rik	0	0
Vgll2	0	0
Ros1	0	0
Dcbld1	0	0
Gopc	3	0
Nepn	0	0
Nus1	5	5
Zfa-ps	0	0
Slc35f1	0	0
Cep85l	0	0
Gm19395	0	0
Pln	0	0
Gm20597	0	0
Mcm9	0	0
Asf1a	0	0
Fam184a	0	0
Man1a	0	1
Gm16998	0	0
Tbc1d32	0	1
Msl3l2	0	0
Gja1	5	13
4930467K11Rik	0	0
Hsf2	1	2
Serinc1	1	2
Pkib	0	0
Fabp7	0	0
Smpdl3a	0	1
Dux	0	0
Gm4981	0	0
Gcc2	3	3
Lims1	6	1
Ranbp2	12	17
Ccdc138	2	0
Edar	0	0
BB019430	0	0
Sh3rf3	0	0
Sept10	0	1
Sowahc	0	0
P4ha1	0	4
Pla2g12b	0	0
Oit3	0	0
Mcu	1	1
Micu1	1	0
Dnajb12	1	3
Ddit4	3	1
Anapc16	0	1
Ascc1	0	1
Spock2	1	1
Mir6906	0	0
Chst3	0	0
Psap	7	12
Cdh23	0	0
4632428N05Rik	0	0
Gm17455	0	0
Slc29a3	0	1
Unc5b	1	2
Mir6408	0	0
Pldi	0	0
Gm20611	0	0
Pcbd1	1	0
Sgpl1	1	1
Tbata	0	0
Adamts14	0	1
Prf1	0	0
Pald1	1	5
Nodal	3	4
Eif4ebp2	9	6
Lrrc20	0	0
Npffr1	0	0
Ppa1	3	6
Sar1a	2	6
Tysnd1	0	0
Aifm2	0	1
H2afy2	2	1
Mir5108	0	0
Col13a1	0	0
2010107G23Rik	0	2
Neurog3	0	0
Tspan15	0	0
Mir7662	0	0
Tacr2	0	0
Hk1	0	1
Hk1os	0	0
Hkdc1	0	0
Supv3l1	3	4
4930507D05Rik	0	0
Vps26a	1	2
Srgn	1	0
2510003E04Rik	1	1
Ddx21	13	23
Ddx50	2	2
Stox1	0	0
Mir7215	0	0
Ccar1	5	5
Snord98	0	0
Tet1	13	19
Slc25a16	0	1
Dna2	3	3
Rufy2	2	1
Hnrnph3	1	1
Pbld2	0	0
Pbld1	0	0
Atoh7	0	0
Mypn	1	0
Herc4	3	1
Sirt1	6	6
Dnajc12	0	0
Ctnna3	0	0
Lrrtm3	0	0
1700023F02Rik	0	0
LOC102634101	0	0
Reep3	0	0
Jmjd1c	6	9
Nrbf2	0	0
Egr2	0	0
Ado	4	1
Zfp365	3	3
Rtkn2	3	1
Arid5b	1	2
4930545H06Rik	0	0
1700040L02Rik	0	0
Tmem26	0	0
Rhobtb1	0	0
Cdk1	16	10
Ank3	3	3
Ccdc6	2	7
2310015B20Rik	0	0
Slc16a9	0	0
Fam13c	0	1
Phyhipl	0	0
D630013N20Rik	0	0
Bicc1	0	0
C730027H18Rik	0	0
Tfam	3	1
Ube2d1	0	2
Cisd1	1	0
Ipmk	2	2
1700049L16Rik	0	0
Zwint	2	0
A330049N07Rik	0	0
Pcdh15	0	0
Rtdr1	0	0
Gnaz	0	0
Rab36	0	0
Bcr	2	4
Specc1l	2	3
Adora2a	0	0
Gm5779	0	0
Upb1	0	0
4933407G14Rik	0	0
Gucd1	0	0
Snrpd3	5	6
Lrrc75b	0	0
Ggt1	0	0
Ggt5	0	0
Susd2	1	0
Cabin1	1	5
Ddt	1	2
Gstt3	0	0
Gstt1	0	0
Gstt4	0	0
Gstt2	0	1
Mif	2	5
Derl3	0	0
Smarcb1	3	2
Mmp11	0	1
Chchd10	9	8
Gm867	0	0
Vpreb3	0	0
Gm5134	0	0
Mir6409	0	0
Zfp280b	2	0
Slc5a4b	0	0
Slc5a4a	0	0
Prmt2	0	0
Mir678	0	0
S100b	0	0
Dip2a	0	0
Pcnt	3	3
1700094J05Rik	0	0
2610028H24Rik	0	0
Ybey	0	0
Mcm3ap	6	6
Lss	2	2
4930483K19Rik	0	0
Spatc1l	0	0
Ftcd	0	0
Col6a2	0	0
Col6a1	0	0
Pcbp3	0	1
Gm10787	0	0
Slc19a1	0	1
Col18a1	15	20
Gm10941	0	0
Pofut2	1	0
Adarb1	0	2
Gm17769	0	0
Fam207a	1	0
Itgb2	0	0
Pttg1ip	2	3
Sumo3	5	3
Ube2g2	0	0
Mir1930	0	0
Tspear	0	0
Gm19402	0	0
Gm10272	0	0
Gm10024	0	0
Gm10142	0	0
Krtap12-1	0	0
Gm10100	0	0
Gm3238	0	0
Gm19668	0	0
Gm2696	0	0
Krtap10-4	0	0
Krtap10-10	0	0
Gm10318	0	0
Gm3285	0	0
1700009J07Rik	0	0
Lrrc3	1	1
Trpm2	0	0
1810043G02Rik	0	0
Pfkl	12	17
Aire	0	0
Dnmt3l	2	0
Icosl	0	0
D10Jhu81e	0	3
Pwp2	5	5
Trappc10	2	5
Agpat3	0	1
Rrp1	7	9
Mir6907	0	0
Cstb	1	2
Mir6410	0	0
Pdxk	0	3
Mir6908	0	0
Ilvbl	0	0
Syde1	1	0
Olfr1357	0	0
Casp14	0	0
Ccdc105	0	0
Slc1a6	0	0
Olfr1356	0	0
Olfr1355	0	0
Olfr1354	0	0
Olfr8	0	0
Olfr1353	0	0
Olfr1352	0	0
Olfr1351	0	0
Olfr57	0	0
2610008E11Rik	1	0
Vmn2r80	0	0
Vmn2r81	0	0
Vmn2r82	0	0
Vmn2r83	0	0
Ppap2c	0	0
Mir6909	0	0
Mier2	0	1
Theg	0	0
C2cd4c	0	0
Shc2	0	0
Odf3l2	0	0
Madcam1	0	0
Tpgs1	1	0
Cdc34	6	8
Gzmm	0	0
Bc1	0	0
Bsg	13	5
Hcn2	2	0
Polrmt	0	3
Fgf22	0	0
Rnf126	2	3
Fstl3	0	1
Prss57	0	0
Palm	4	4
Misp	0	0
E130317F20Rik	0	0
Ptbp1	22	13
BC005764	0	0
Mir6910	0	0
Prtn3	0	0
Elane	0	0
Cfd	0	0
Med16	2	1
R3hdm4	1	1
Kiss1r	0	0
Arid3a	0	0
Wdr18	2	1
Grin3b	0	0
Tmem259	1	2
Cnn2	2	0
Abca7	0	0
Hmha1	0	0
Polr2e	7	4
Gpx4	2	2
Sbno2	0	1
Stk11	4	1
Dos	2	0
Atp5d	2	1
Midn	5	3
Cirbp	2	3
1600002K03Rik	0	0
Efna2	0	0
Mum1	2	1
Ndufs7	2	1
Gamt	0	0
Dazap1	2	5
Mir6911	0	0
Rps15	9	16
Apc2	0	0
2310011J03Rik	0	0
Pcsk4	0	0
Reep6	1	5
Adamtsl5	0	0
Plk5	1	1
Mex3d	1	3
Mbd3	3	5
Uqcr11	1	0
Tcf3	6	2
Onecut3	0	0
Atp8b3	0	0
Rexo1	2	4
Klf16	1	0
Abhd17a	1	0
Adat3	0	0
Scamp4	1	0
Mir6912	0	0
Csnk1g2	3	5
Btbd2	4	4
Mknk2	5	3
Mob3a	0	0
Izumo4	0	0
Ap3d1	7	3
Dot1l	5	6
Plekhj1	3	0
Sf3a2	3	6
Amh	0	0
Jsrp1	0	0
Oaz1	0	0
Oaz1-ps	0	0
Mir1982	0	0
Lingo3	0	0
Lsm7	0	0
Sppl2b	0	0
Tmprss9	0	0
Timm13	4	1
Lmnb2	3	4
Gadd45b	0	0
Gng7	0	0
Diras1	0	0
Slc39a3	1	1
Sgta	4	3
Thop1	7	1
Creb3l3	0	0
Mir5615-1	0	0
Mir5615-2	0	0
Map2k2	2	1
Zbtb7a	1	1
Pias4	2	0
Eef2	141	133
Snord37	0	0
Dapk3	0	1
Atcayos	0	0
Nmrk2	0	0
Atcay	0	0
Zfr2	0	0
Matk	0	0
Mrpl54	0	0
Apba3	3	0
Mir3057	0	0
Tjp3	1	0
Pip5k1c	4	3
Cactin	1	0
Tbxa2r	1	0
Gipc3	0	0
Hmg20b	2	1
Mfsd12	0	1
4930404N11Rik	0	0
Fzr1	3	5
Dohh	1	1
Mir6913	0	0
Smim24	0	0
Nfic	0	0
Mir1191b	0	0
Celf5	0	3
Ncln	2	7
S1pr4	0	0
Gna15	0	0
Gna11	1	1
Aes	5	1
Tle2	0	0
Tle6	0	0
BC025920	0	0
Sirt6	1	1
Ankrd24	1	0
Gm10778	0	0
Zfp433	0	0
Zfp781	0	0
Zfp873	0	0
AU041133	0	0
Zfp938	0	1
Gm1553	0	0
1190007I07Rik	0	0
Tdg	0	0
Gm9855	0	0
Glt8d2	0	0
Hcfc2	0	0
Nfyb	0	2
1700028I16Rik	0	0
Txnrd1	25	27
Eid3	0	0
Chst11	0	0
Slc41a2	0	0
D10Wsu102e	3	3
Aldh1l2	1	0
A230046K03Rik	5	3
Appl2	2	0
1500009L16Rik	0	0
Nuak1	0	1
4930463O16Rik	0	0
Ckap4	4	4
C330046G13Rik	0	1
Tcp11l2	0	0
Polr3b	3	3
Rfx4	0	0
Ric8b	1	2
Fhl4	0	0
Tmem263	2	1
Mterfd3	1	1
Cry1	0	0
Btbd11	2	0
Pwp1	7	4
Prdm4	3	2
Ascl4	0	0
Rtcb	7	8
Bpifc	0	0
Fbxo7	1	0
Syn3	0	0
4930486F22Rik	0	0
Timp3	2	1
1810014B01Rik	0	0
Hsp90b1	36	35
BC030307	0	0
Nt5dc3	2	1
Stab2	0	0
1700113H08Rik	0	0
Ascl1	0	0
Pah	0	0
Igf1	0	0
Tyms-ps	0	0
Pmch	0	0
Parpbp	2	0
Nup37	1	2
Ccdc53	1	0
Dram1	0	0
Gnptab	4	6
Sycp3	0	1
Chpt1	1	0
Mybpc1	0	0
Spic	0	0
Gm4925	0	0
Arl1	1	1
Utp20	6	6
Slc5a8	0	0
Ano4	0	0
Gas2l3	1	2
Nr1h4	0	0
Slc17a8	0	0
Scyl2	2	0
Actr6	1	1
Uhrf1bp1l	4	4
Anks1b	0	0
Apaf1	3	3
Ikbip	0	0
Slc25a3	6	8
Tmpo	6	10
Mir135a-2	0	0
Rmst	0	0
Mir1251	0	0
Gm20757	0	0
Nedd1	1	1
Cdk17	1	0
Mir1931	0	0
Elk3	1	3
Gm17745	0	0
Lta4h	1	3
Hal	0	0
Amdhd1	0	0
Ccdc38	0	0
Snrpf	0	0
4933408J17Rik	0	0
Ntn4	0	0
Gm8580	0	0
Gm15915	0	0
Usp44	0	2
Metap2	6	7
Mir331	0	0
Vezt	0	0
Fgd6	0	0
Nr2c1	1	0
Ndufa12	1	0
Gm4792	0	0
Tmcc3	0	0
Mir7211	0	0
Cep83os	0	0
Cep83	1	3
Plxnc1	0	0
Cradd	0	0
2310039L15Rik	0	0
Socs2	2	0
5730420D15Rik	0	0
Mrpl42	2	0
Ube2n	2	0
Nudt4	5	5
Mir3058	0	0
Eea1	1	0
4930459C07Rik	0	0
Btg1	1	0
4930556N09Rik	0	0
Mir3966	0	0
Dcn	0	0
Lum	0	0
4930473O22Rik	0	0
Kera	0	0
Epyc	0	0
Gm10754	0	0
Ccer1	0	0
Gm8633	0	0
Atp2b1	1	1
Poc1b	0	3
Galnt4	0	0
Dusp6	3	3
Gm20110	0	0
Gm18409	0	0
Csl	0	1
Kitl	0	0
Gm4312	0	0
Gm4301	0	0
Gm4305	0	0
Gm4307	0	0
Gm4303	0	0
Gm4302	0	0
Tmtc3	0	0
Cep290	1	2
4930430F08Rik	0	0
1700017N19Rik	0	0
Mgat4c	0	0
Mir3059	0	0
Nts	0	0
Rassf9	0	0
Alx1	0	0
Lrriq1	0	0
Slc6a15	1	3
Gm4340	0	0
Gm21304	0	0
Gm8764	0	0
Gm6763	0	0
Gm20765	0	0
Gm21293	0	0
Gm21312	0	0
Mir6411	0	0
Tmtc2	0	0
Gm15663	0	0
Mettl25	0	0
Ccdc59	0	1
Ppfia2	0	0
Acss3	0	0
Lin7a	0	0
Myf5	0	0
Myf6	0	0
Ptprq	0	0
Otogl	0	0
Ppp1r12a	0	3
Pawr	0	1
Syt1	0	0
Gm5136	0	0
Nav3	0	0
9230102K24Rik	0	0
E2f7	0	3
1700020G17Rik	0	0
Csrp2	1	1
Zdhhc17	1	1
Osbpl8	0	1
Bbs10	0	2
Nap1l1	17	20
Gm5176	0	0
Phlda1	0	0
4933440J02Rik	0	0
Gm20758	0	0
Krr1	3	1
Glipr1	0	0
Glipr1l1	0	0
Glipr1l2	0	0
Caps2	0	0
Kcnc2	0	0
1700010J16Rik	0	0
Atxn7l3b	4	2
Mir669h	0	0
Trhde	0	0
Tph2	0	0
Tbc1d15	4	4
Rab21	0	2
Tmem19	0	2
Thap2	0	0
Zfc3h1	4	5
Lgr5	0	0
A930009A15Rik	0	0
Tspan8	0	0
Ptprr	0	0
4933416C03Rik	0	0
Ptprb	0	0
Kcnmb4	0	0
Kcnmb4os1	0	0
Cnot2	6	4
1700030O20Rik	0	0
Myrfl	0	0
Rab3ip	0	2
4933412E12Rik	0	0
D630029K05Rik	0	0
Best3	0	0
Lrrc10	0	0
Cct2	24	34
Frs2	1	0
Yeats4	1	0
9530003J23Rik	0	0
Lyz2	0	0
Lyz1	0	0
Cpsf6	10	5
Cpm	0	0
Mdm2	6	9
Slc35e3	0	0
Nup107	2	3
Rap1b	1	2
4933411E08Rik	0	0
Mdm1	4	2
Il22	0	0
Iltifb	0	0
Ifng	0	0
Tmevpg1	0	0
Dyrk2	0	0
C230029M16	0	0
1700064J06Rik	0	0
Cand1	9	11
1700025F24Rik	0	0
Grip1	0	1
Grip1os2	0	0
Helb	0	1
Irak3	2	0
Tmbim4	2	0
Llph	0	0
Hmga2	0	1
9230105E05Rik	0	0
4921513I03Rik	0	0
Msrb3	0	0
Gm15910	0	0
Lemd3	4	2
Wif1	0	0
Tbc1d30	0	0
Gns	4	1
Rassf3	2	1
Tbk1	4	2
Xpot	5	8
D930020B18Rik	0	0
BC048403	2	0
Srgap1	1	1
Gm9079	0	0
Tmem5	0	2
Gm4489	0	0
Avpr1a	0	0
A130077B15Rik	0	0
Ppm1h	0	0
Mir8104	0	0
Mirlet7i	0	0
Mon2	5	2
Usp15	8	5
Fam19a2	0	0
4930503E24Rik	1	1
Slc16a7	0	0
Lrig3	1	1
Xrcc6bp1	0	0
Ctdsp2	9	4
Mir26a-2	0	0
Mir546	0	0
Avil	0	0
Tsfm	1	1
LOC100504608	0	0
Mettl1	1	0
Cyp27b1	0	0
March9	0	0
Cdk4	20	20
Tspan31	3	3
LOC100504703	0	0
Agap2	0	0
Os9	0	1
B4galnt1	0	0
Slc26a10	0	0
Arhgef25	2	0
Dtx3	2	1
F420014N23Rik	0	1
Pip4k2c	1	1
Kif5a	1	1
Dctn2	8	2
Mbd6	5	0
Ddit3	1	0
Mars	3	5
Arhgap9	0	0
Gli1	1	0
Inhbe	0	0
Inhbc	1	0
R3hdm2	4	5
Stac3	0	0
Ndufa4l2	1	1
Shmt2	7	9
Nxph4	0	1
Lrp1	2	0
Stat6	2	1
Nab2	2	0
1700012D01Rik	0	0
Tmem194	2	2
Myo1a	0	0
Tac2	0	0
Zbtb39	0	3
Gpr182	0	0
Rdh1	0	0
Rdh9	0	0
Rdh16	0	0
Rdh18-ps	0	0
Rdh19	0	0
BC089597	0	0
Rdh7	0	0
Sdr9c7	0	0
Hsd17b6	0	0
Prim1	1	1
Naca	8	2
Ptges3	2	3
Atp5b	60	54
Mir677	0	0
Baz2a	9	13
Rbms2	1	3
Gls2	0	1
Spryd4	3	0
Mip	0	0
Timeless	6	7
Apon	0	0
Apof	0	0
Stat2	0	1
Il23a	0	0
Pan2	3	3
Cnpy2	1	2
Cs	6	15
Coq10a	0	0
Ankrd52	2	3
Mir6914	0	0
Mir6915	0	0
Slc39a5	0	0
Nabp2	2	2
Rnf41	1	3
Mir8105	0	0
Smarcc2	0	1
Myl6	1	1
Myl6b	0	0
Esyt1	0	0
Mir6916	0	0
Zc3h10	2	2
Rpl41	2	2
Pa2g4	20	14
Erbb3	0	0
Mir6917	0	0
Rps26	5	6
Ikzf4	0	1
Suox	0	0
Rab5b	1	0
Cdk2	1	5
Pmel	0	0
Dgka	0	1
Wibg	2	0
Mmp19	0	0
Tmem198b	1	1
Dnajc14	1	0
Ormdl2	0	1
Sarnp	0	0
Gdf11	0	0
Cd63	0	1
Rdh5	0	0
Bloc1s1	0	1
Itga7	0	0
Mettl7b	0	0
Olfr9	0	0
Olfr763	0	0
Olfr765	0	0
Olfr767	0	0
Olfr768	0	0
Olfr769	0	0
Olfr770	0	0
Olfr771	0	0
Olfr772	0	0
Olfr773	0	0
Olfr774	0	0
Olfr775	0	0
Olfr776	0	0
Olfr777	0	0
Olfr780	0	0
Olfr781	0	0
Olfr782	0	0
Olfr784	0	0
Olfr786	0	0
Olfr787	0	0
Olfr788	0	0
Olfr790	0	0
Olfr791	0	0
Olfr792	0	0
Olfr794	0	0
Olfr796	0	0
Olfr798	0	0
Olfr799	0	0
Olfr800	0	0
Mir684-1	0	0
Olfr801	0	0
Olfr802	0	0
Olfr803	0	0
Olfr804	0	0
Olfr805	0	0
Olfr806	0	0
Olfr807	0	0
Olfr808	0	0
Olfr809	0	0
Olfr810	0	0
Olfr811	0	0
Olfr812	0	0
Olfr813	0	0
Olfr814	0	0
Olfr815	0	0
Olfr816	0	0
Olfr818	0	0
Olfr819	0	0
Olfr247	0	0
Olfr820	0	0
Olfr821	0	0
Olfr822	0	0
Olfr823	0	0
Olfr824	0	0
Olfr825	0	0
Olfr826	0	0
Olfr827	0	0
Neurod4	0	0
Tespa1	0	0
Vmn2r84	0	0
Vmn2r85	0	0
Vmn2r86	0	0
Vmn2r87	0	0
Pisd-ps1	4	2
Sfi1	0	0
Eif4enif1	3	5
Mir3470a	0	0
Drg1	4	7
Patz1	0	3
Gm11944	0	0
Pik3ip1	0	0
Limk2	3	4
Rnf185	1	1
8430429K09Rik	0	0
Pla2g3	0	0
Inpp5j	0	0
Selm	0	1
Smtn	1	3
Tug1	10	5
Morc2a	4	4
Osbp2	0	0
4921536K21Rik	0	0
Dusp18	0	0
Slc35e4	0	1
Tcn2	0	1
Pes1	6	2
Gal3st1	0	0
Sec14l4	0	0
Sec14l3	0	0
Mtfp1	2	0
Sec14l2	0	0
Rnf215	0	1
Mir3060	0	0
Ccdc157	0	0
Sf3a1	8	12
Tbc1d10a	1	1
Gatsl3	1	1
Osm	0	0
Lif	0	0
Hormad2	0	0
Mtmr3	3	1
Gm11961	0	0
Ascc2	2	3
Uqcr10	0	3
Zmat5	0	0
Cabp7	0	0
Nf2	6	9
Nipsnap1	3	2
Mir6918	0	0
Thoc5	3	0
AA413626	0	0
Nefh	4	4
Ap1b1	4	3
Gas2l1	0	0
Rasl10a	0	0
Ewsr1	10	11
Rhbdd3	0	1
Emid1	0	0
Kremen1	0	3
Mir3079	0	0
Znrf3	1	0
Xbp1	1	3
Ccdc117	2	4
Ankrd36	0	0
Mrps24	1	1
Urgcp	0	1
2210015D19Rik	1	0
Dbnl	2	5
Pgam2	0	0
Polm	1	0
Aebp1	0	0
Pold2	4	2
Myl7	0	0
Gck	0	0
Ykt6	3	4
Camk2b	2	1
Nudcd3	4	5
Rps15a-ps6	0	0
Npc1l1	0	0
Ddx56	8	4
Tmed4	0	1
Ogdh	5	7
Zmiz2	7	4
Ppia	0	0
H2afv	2	3
Purb	6	6
Myo1g	0	0
Gm11974	0	1
Ccm2	2	0
Nacad	0	0
Tbrg4	3	5
Snora5c	0	0
Wap	0	0
Gm11978	0	0
Ramp3	0	0
Gm11981	0	0
Adcy1	1	1
Gm11985	0	0
Igfbp1	0	0
Igfbp3	3	2
Tns3	6	4
Hus1	1	1
Sun3	0	0
Gm11992	0	0
Upp1	1	8
Abca13	0	0
Vwc2	0	0
Zpbp	0	0
4930415F15Rik	0	0
Ikzf1	0	0
Fignl1	5	6
Ddc	0	1
1700042O10Rik	0	1
Grb10	7	8
Cobl	1	3
1700046C09Rik	0	0
Pom121l12	0	0
Vstm2a	0	0
Sec61g	1	0
Egfr	0	0
2810442I21Rik	0	0
Fbxo48	0	0
Plek	0	0
Cnrip1	0	0
Ppp3r1	6	5
Pno1	3	3
Wdr92	2	0
C1d	2	1
Etaa1	2	1
Meis1	0	0
4933406G16Rik	0	0
Spred2	1	0
Actr2	7	11
Rab1	6	12
Cep68	2	2
Slc1a4	3	4
Sertad2	0	0
Aftph	1	5
Lgalsl	0	1
Peli1	1	0
Vps54	2	2
Ugp2	2	1
Mir1933	0	0
4932414J04Rik	0	0
Mdh1	2	2
Wdpcp	0	0
Otx1	0	0
Ehbp1	1	1
Tmem17	0	0
B3gnt2	0	0
Commd1	2	2
Zrsr1	2	0
Cct4	10	21
Fam161a	0	0
Xpo1	23	25
Usp34	3	4
Ahsa2	0	2
1700093K21Rik	0	0
Gm12060	0	0
0610010F05Rik	1	3
Pex13	0	4
Pus10	2	3
Rel	0	0
Papolg	1	0
Bcl11a	0	2
4933430M04Rik	0	0
Gm10466	0	0
4933427E13Rik	0	0
5730522E02Rik	0	0
Mir6372	0	0
Fancl	1	2
Vrk2	0	1
Gm12070	0	0
Ccdc85a	0	0
2810471M01Rik	0	0
Mir216b	0	0
Mir216c	0	0
Mir216a	0	0
Mir217	0	0
Efemp1	0	0
Pnpt1	3	4
Smek2	0	4
Ccdc104	0	0
Ccdc88a	0	1
Prorsd1	1	1
Mtif2	1	4
Rps27a	0	2
1700034F02Rik	0	0
Rtn4	4	9
Eml6	0	0
4931440F15Rik	0	0
Sptbn1	8	9
4930505A04Rik	0	0
Acyp2	0	0
Psme4	10	14
Gpr75	0	0
Erlec1	0	0
Asb3	0	1
Chac2	1	0
Stc2	0	1
Bod1	4	1
D630024D03Rik	0	0
Cpeb4	0	0
4930524B15Rik	0	0
Nsg2	0	1
Il9r	0	0
Snrnp25	1	0
Rhbdf1	0	1
Mpg	1	1
Nprl3	0	2
Hba-x	0	0
Hba-a1	0	0
Hba-a2	0	0
Hbq1b	0	0
Hbq1a	0	0
Sh3pxd2b	0	0
Ubtd2	0	1
Efcab9	0	0
Stk10	1	2
Fbxw11	2	3
Smim23	0	0
Fgf18	1	0
Npm1	24	19
Tlx3	0	0
Ranbp17	1	1
Gabrp	0	0
Kcnip1	0	0
Kcnmb1	0	0
Lcp2	0	0
Foxi1	0	0
Dock2	0	0
Fam196b	0	0
